Name,Genres,Popularity,Followers
Tony Kakkar,"desi pop, filmi, modern bollywood",58,5966469
Aya Hirano,"anime, j-idol, seiyu",36,42438
Coone,"belgian edm, classic hardstyle, euphoric hardstyle, jumpstyle",55,189113
Ray Remesch,kids dance party,22,324
Martina Topley-Bird,"solo wave, trip hop",47,75808
Tony Molina,"indie punk, modern folk rock, modern power pop",34,17681
Red Red Meat,gbvfi,9,3984
Method Man,"east coast hip hop, hardcore hip hop, hip hop",68,2051971
imase,japanese teen pop,63,513204
The Brothers Comatose,"bay area indie, new americana, progressive bluegrass, western americana",42,49785
Don Diablo,"dutch house, edm, electro house, future house, pop dance, progressive electro house",63,1825686
Folder 5,"j-idol, j-pop girl group, okinawan pop",38,9844
Toño Rosario,"merengue, salsa, tropical",49,283300
Perfume Genius,"art pop, chamber pop, indie rock, indietronica, neo-synthpop, seattle indie",49,383625
Deathtune,iranian metal,0,136
Khalil Fong,"chinese r&b, mandopop",50,346224
steezy prime,lo-fi study,52,16787
Kanii Archive,jersey club,50,25394
Kim Walker-Smith,"ccm, christian music, deep ccm, world worship, worship",55,492386
Frank Ocean,"lgbtq+ hip hop, neo soul",82,12419185
Mother Mother,"pov: indie, vancouver indie",70,3672410
Becky Hill,"pop dance, pop house, uk dance, uk pop",71,719438
Joy Division,"alternative rock, art rock, indie rock, madchester, new wave, post-punk, punk, rock, uk post-punk",61,2284913
Anaal Nathrakh,"birmingham metal, black metal, british black metal, british grindcore, death metal, deathgrind, symphonic black metal, technical black metal, technical death metal",35,104552
The Doors,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",70,7596356
Aoife O'Donovan,"boston folk, ectofolk, folk, indie folk, new americana, progressive bluegrass",47,60521
Skylar Grey,"piano rock, viral pop",66,588702
UMEK,"dark techno, minimal techno, raw techno, slovenian electronic",43,162956
Pazoo,partyschlager,52,10722
Rezz,"brostep, canadian electronic, edm, electra, electro house",58,490350
Lenine,"bossa nova, brazilian rock, manguebeat, mpb, nova mpb, nova musica pernambucana",59,768436
Sarah Jarosz,"ectofolk, folk, indie folk, new americana, progressive bluegrass",50,142635
Fourward,"austrian dnb, darkstep, deep dnb, drum and bass, jump up, liquid funk, neurofunk",38,20588
Os Paralamas Do Sucesso,"brazilian rock, latin alternative, latin rock, mpb, rock nacional brasileiro",60,2211265
Mike Sherm,cali rap,63,483562
Lee Foss,"deep disco house, house, tech house",49,71609
Edy Hafler,acoustic guitar cover,43,3166
Gandalf,new age,45,10717
Rasmus Gozzi,"russelater, swedish eurodance",63,71300
Paramore,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",76,8244277
G-Eazy,"indie pop rap, oakland hip hop, pop rap, rap",73,5231828
Abin Fang,"malaysian mandopop, mandopop",46,18789
Porta,"peruvian hip hop, spanish hip hop",59,2180298
Luke Bryan,"contemporary country, country, country road, modern country rock",73,8615581
GYM HARDSTYLE,gym hardstyle,57,85358
Pedro Caceres,sleep,40,595
Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",65,2691068
Nat King Cole Trio,"adult standards, lounge, swing, vocal jazz",56,173277
Luciano Supervielle,tango,43,20446
Loud Luxury,"edm, pop dance",67,655592
The Replacements,"alternative rock, permanent wave, post-punk, power pop, punk, singer-songwriter",49,282367
Ingrid Michaelson,"acoustic pop, ectofolk, lilith, neo mellow",60,802342
Jonathan McReynolds,"gospel, gospel r&b",50,280943
George Benson,"jazz funk, jazz guitar, smooth jazz, soul jazz, yacht rock",62,753168
The White Stripes,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",69,2974794
Elmo,"cartoon, children's music",55,38138
Klingande,"deep house, pop dance, tropical house",55,513809
Adolphe Adam,"early romantic era, french opera, french romanticism",51,6170
Plácido Domingo,"classical tenor, opera, operatic pop",53,190942
Sanah Moidutty,"indian indie, mollywood",54,130572
Divya Kumar,"filmi, indian folk, modern bollywood",59,332256
Joan Jett & the Blackhearts,"glam punk, rock",62,757388
Víctor Manuelle,"latin pop, modern salsa, salsa, salsa peruana, salsa puertorriquena, tropical",62,1865515
Rain Sounds,"environmental, sleep, sound, water",75,58646
Caetano Veloso,"bossa nova, mpb, samba de roda, tropicalia",64,2204313
Twenty One Pilots,"modern rock, pop, pov: indie, rock",77,24205738
DISPATCH,"jam band, modern folk rock",49,290207
Xavier Wulf,"cloud rap, dark trap, memphis hip hop, underground hip hop",69,807966
Powerman 5000,"alternative metal, funk metal, industrial metal, nu metal, rap metal",50,672584
Los Abuelos De La Nada,"argentine rock, post-punk argentina, ska argentino",60,700595
Santigold,"alternative dance, art pop, indietronica, neo-synthpop",55,712540
A.N.I.M.A.L.,"argentine heavy metal, argentine rock, latin metal",35,68495
Timbaland,"dance pop, pop, pop rap",75,2705063
Saeed Dehghan,"iranian experimental, persian underground hip hop",37,12942
Yo La Tengo,"alternative rock, art pop, dream pop, indie rock, indietronica, lo-fi, new jersey indie, noise pop, permanent wave, shoegaze",52,497563
Lil Pump,"emo rap, miami hip hop, pop rap, rap, trap",62,7967492
Sepultura,"alternative metal, brazilian groove metal, brazilian metal, brazilian thrash metal, death metal, deathrash, groove metal, hard rock, latin metal, metal, metal mineiro, nu metal, old school thrash, speed metal, thrash metal",58,1810993
Datsik,"breakbeat, brostep, canadian electronic",41,348983
John Alldis Choir,"british choir, opera chorus",45,1178
Dinosaur Jr.,"alternative rock, lo-fi, noise pop, noise rock, permanent wave, power pop",49,507799
Em Beihold,"alt z, gen z singer-songwriter",71,400561
flora cash,"indie pop, scandipop, swedish indie folk",57,288520
Calle 24,"corrido, corridos tumbados, sad sierreno, sierreno",75,628226
Deerhunter,"alternative rock, art pop, atlanta indie, dream pop, experimental rock, indie rock, lo-fi, neo-psychedelic, neo-synthpop, noise pop, noise rock, shoegaze",47,382093
Sampha,"alternative r&b, indie soul",64,700398
Royal Philharmonic Orchestra,"british orchestra, orchestra",67,145054
Oscar Larroca,"classic colombian pop, vintage tango",27,6365
Future Funk Squad,"breakbeat, psybreaks",28,14317
Giuseppe Ottaviani,"italian trance, progressive house, trance, uplifting trance",50,123772
Duane Eddy,"rock-and-roll, rockabilly, surf music",40,101448
The Tony Danza Tapdance Extravaganza,"american grindcore, american metalcore, deathcore, djent, mathcore, melodic metalcore, tennessee metal",30,59877
LaLa Hsu,"mandopop, taiwan singer-songwriter",52,531963
Jon Kennedy,trip hop,49,59488
LooLoo Kids,children's music,56,58608
CIRRUS,"big beat, breakbeat",28,10746
Dear Nora,"lo-fi, tape club, twee pop",36,18236
Haze,"latin pop, urbano latino",65,16626
The Mighty Mighty Bosstones,"boston punk, boston rock, punk, ska, ska punk, skate punk",49,346562
Paul van Dyk,"german techno, trance, uplifting trance",53,426872
TCTS,"deep groove house, house, uk dance",48,24278
Antonio Orozco,"pop flamenco, spanish pop",59,1382824
Indian Wells,"ambient idm, experimental electronic",32,20356
Orchestral Manoeuvres In The Dark,"new romantic, new wave, new wave pop, permanent wave, synthpop",58,757472
Leonard Bernstein,"american modern classical, classical, early modern classical, orchestral performance",60,203842
Aldo Trujillo,"corrido, corridos tumbados, musica mexicana, norteno, sad sierreno, sierreno",64,1699072
Maxwell,"contemporary r&b, neo soul, quiet storm, r&b, urban contemporary",56,1669960
Andrew Rayel,"dutch house, edm, moldovan pop, pop dance, progressive house, trance",49,169748
Pyotr Leshchenko,"russian folk, russian romance",19,3486
Carl Craig,"detroit techno, microhouse, minimal techno, outsider house, techno",36,85600
Edmundo Rivero,"folklore argentino, rock nacional, tango, tango cancion",34,26328
Rancid,"punk, ska, skate punk",56,851398
Blue Swede,classic swedish pop,56,100207
KMFDM,"cyberpunk, industrial metal, industrial rock, neue deutsche harte",45,272208
Mass Anthem,"ccm, worship",59,42224
As I Lay Dying,"alternative metal, christian metal, melodic metalcore, metalcore, nu metal",55,966424
Bom Gosto,"pagode, pagode novo",56,1119119
Conjunto Berretin,"nuevo tango, tango",23,1858
Harish Raghavendra,"filmi, tamil pop",61,1541337
Maná,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",76,10555904
Dean Martin,"adult standards, easy listening, lounge, vocal jazz",77,1584030
Kary Ng,cantopop,44,113042
McCafferty,"alternative emo, pov: indie",55,330020
Dieter Huber,chill guitar,43,301
Bonez MC,"german hip hop, hamburg hip hop",73,2181706
The Hives,"alternative rock, garage rock, garage rock revival, modern rock, rock, swedish garage rock, swedish hard rock, swedish indie rock",59,781733
John Rutter,"anglican liturgy, british contemporary classical, choral",60,43402
Endor,"deep groove house, scottish rock",53,51615
Arjun Kanungo,"desi pop, filmi, modern bollywood",59,2778826
Jerry Lee Lewis,"piano rock, rock-and-roll, rockabilly",55,866550
Killing Joke,"gothic rock, industrial rock, new wave, post-punk, punk, uk post-punk",48,316623
TV Girl,pov: indie,79,4152758
Putrid Pile,"brutal death metal, deathgrind, goregrind, grindcore, wisconsin metal",24,32451
YoungBoy Never Broke Again,"baton rouge rap, rap",81,12177965
Document One,"drum and bass, filthstep, jump up",40,34342
Adam Beyer,"dark techno, minimal techno, raw techno, schranz, swedish electronic, swedish techno, techno",46,309124
Gillian Welch,"alternative country, canadian singer-songwriter, folk, melancholia, nashville singer-songwriter, new americana, progressive bluegrass, singer-songwriter",47,220116
Mokita,"chill pop, singer-songwriter pop",58,196884
Nora En Pure,"deep house, electra, house, melodic house, progressive house, swiss pop",59,401951
Trap Them,"american grindcore, boston hardcore, chaotic hardcore, grindcore, post-doom metal, post-metal, sludge metal",24,34215
Gavin Greenaway,"british soundtrack, soundtrack",62,12187
Dan + Shay,"contemporary country, country, country road",70,3103834
Lil' Louis,"acid house, chicago house, classic house",26,11618
Permeates Mild,,0,0
Luca Testa,"big room, gym hardstyle",53,24525
melvitto,"afrobeats, nigerian pop",60,121962
Izzamuzzic,"kazakh pop, russian electronic",60,111292
Dear Jane,cantopop,52,225736
Leo Santana,"arrocha, axe, forro, pagode baiano, pop nacional",67,2129927
Sido,"german hip hop, german pop",69,2254119
Aisyah Aziz,"malaysian pop, singaporean pop",48,11428
Vismay Patel,"desi pop, indian singer-songwriter",51,100911
Sleep Token,prog metal,71,813930
Di Propósito,"pagode, pagode novo",67,521385
Grizzly Bear,"art pop, baroque pop, brooklyn indie, indie rock, neo-synthpop, new weird america",53,852427
Teenage Bottlerocket,"orgcore, power-pop punk, punk, ramonescore, ska, skate punk, wyoming indie",42,84980
Super Simple Songs,children's music,68,389846
Powerwolf,"german metal, german power metal, power metal",61,850577
Franz Liszt,"classical, late romantic era",60,778340
SZA,"pop, r&b, rap",87,16266889
Zhanna Bichevskaya,"bard, russian romance",15,4128
AJJ,"acoustic punk, anti-folk, folk punk, pov: indie",50,242792
Bob Seger,"album rock, classic rock, country rock, detroit rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",65,2255210
Sesame Street,"cartoon, children's music",57,116236
UFO Project,"breakbeat, hardcore breaks, psybreaks",24,3325
Pixies,"alternative rock, boston rock, permanent wave, rock",68,2751493
Bochum Welt,"abstract, acid idm, braindance, deep idm, drill and bass, intelligent dance music",35,12112
MAVI,"alternative hip hop, chill abstract hip hop, indie hip hop",57,146353
George Frideric Handel,"baroque, classical, early music, english baroque, german baroque",65,882641
DJ Jazzy Jeff & The Fresh Prince,"golden age hip hop, old school hip hop, philly rap",48,377823
The National,"chamber pop, indie folk, indie rock, indietronica, modern rock",66,1575478
No Vacation,"indie garage rock, indie pop, indie surf",54,435610
Jack White,"alternative rock, blues rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, punk blues, rock",53,1327229
Carajo,"argentine heavy metal, argentine punk, argentine rock",40,158361
Frank Zappa,"art rock, blues rock, experimental, instrumental rock, jazz fusion, jazz rock, progressive rock, psychedelic rock, symphonic rock, zolo",54,900392
Teenage Fanclub,"alternative rock, c86, modern power pop, power pop, scottish indie, scottish rock, shoegaze",41,137365
David Lanz,"new age, new age piano",46,47563
Keb' Mo',"acoustic blues, blues, country blues, electric blues, modern blues, piedmont blues, traditional blues",48,362457
filous,"deep tropical house, tropical house",49,119361
Martin Garrix,"dutch edm, edm, pop, pop dance, progressive house",73,15775861
Technohead,"gabber, happy hardcore, hardcore techno",37,13825
Yüzyüzeyken Konuşuruz,"turkish alternative rock, turkish rock",64,2696536
Chronic Law,"dancehall, jamaican dancehall, jamaican hip hop, traphall",48,151450
GAIA,"trance, uplifting trance",48,101439
Marisa Monte,mpb,63,2080691
BCee,"drum and bass, liquid funk",45,44677
Maleek Berry,"afrobeats, afropop, azontobeats, nigerian pop, swedish dancehall, uk dancehall",52,592215
The English Beat,"new romantic, new wave, permanent wave, ska, ska revival",42,136319
TWICE,"k-pop, k-pop girl group, pop",77,19453018
Geraldo Azevedo,"bossa nova, mpb, samba, violao",54,559455
Brandi Carlile,"acoustic pop, ectofolk, folk, indie folk, lilith, modern folk rock, new americana",63,788419
Blake Shelton,"classic oklahoma country, contemporary country, country, country road, modern country rock",71,7269419
Underground Resistance,"detroit house, detroit techno, techno",21,45163
Living Room,"lo-fi jazzhop, lo-fi study",53,14271
Misery Index,"brutal death metal, death metal, deathgrind, grindcore, technical death metal",31,63672
Akira Kosemura,"compositional ambient, j-ambient, japanese classical, japanese piano",53,78363
The Hollies,"album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock",61,1150404
Ufo361,"german cloud rap, german hip hop",68,1930544
Stumbleine,"ambient idm, chillstep, substep",27,18009
Fujii Kaze,japanese teen pop,70,2820638
Moneybagg Yo,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",73,4191715
Ati242,turkish hip hop,64,684501
Lane 8,"gauze pop, melodic house, progressive house",59,383575
Ice Spice,bronx drill,75,2467659
Lloyd Banks,"detroit hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, queens hip hop, rap, trap",61,1362122
Jasleen Royal,"desi pop, filmi, indian singer-songwriter, modern bollywood",69,1537284
ChiChi Peralta,"latin pop, salsa, tropical",58,708292
Victor & Leo,"sertanejo, sertanejo pop, sertanejo universitario",61,1726179
Eason Chan,"c-pop, cantopop, mandopop",64,2638880
Seekae,ambient idm,48,42089
Leo The Lion,,27,424
Pentatonix,"a cappella, viral pop",77,3667633
Funkadelic,"classic soul, funk, funk rock, p funk, psychedelic soul, soul",49,726444
Eurythmics,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",66,1855202
Bescolour,"iranian experimental, persian electronic",0,20
Freddie King,"acoustic blues, blues, blues rock, electric blues, texas blues, traditional blues",48,388919
Fulanito,"merengue tipico, salsa, tropical",50,343222
Dantiez,detroit techno,26,1077
Lil Tjay,"brooklyn drill, melodic rap, nyc rap, rap",77,7583619
Keith Mackenzie,"breakbeat, nu skool breaks, psybreaks",21,3498
Sleeping With Sirens,"neon pop punk, pop emo, pop punk, screamo",61,2268273
Adam Pascal,"broadway, hollywood, show tunes",46,17614
Kool Savas,"german hip hop, turkish hip hop",63,609593
Otto Knows,"dutch house, edm, electro house, pop dance, progressive electro house",57,398129
