id_event,short_title,performer_id,performer_name,average_price,venue_state,id_performer,name_merged,type_performer,taxonomy_id,genre_id,genre_name,postal_code,capacity,combined_venue,combined_address,combined_city,combined_venueid,combined_country
6288459,Bobby McFerrin,4414,Bobby McFerrin,108.0,CA,,,,,,,,,Freight & Salvage,2020 Addison Street,Berkeley,2239.0,US
6307926,Lauren Fox,797799,Lauren Fox,151.0,GA,,,,,,,,,Falany Performing Arts Center,7300 Reinhardt Circle,Waleska,14060.0,US
6270066,Merry Country Christmas,773028,Merry Country Christmas,118.0,VA,,,,,,,,,Wayne Theatre,521 West Main Street,Waynesboro,232314.0,US
6220195,Debbii Dawson,806930,Debbii Dawson,35.0,NY,,,,,,,10002,250.0,Mercury Lounge,217 East Houston Street,New York,327.0,US
5923504,Stephen Sanchez with Stephen Day,797186,Stephen Sanchez,182.0,FL,,,,,,,,,House of Blues - Orlando,1490 E Buena Vista Dr,Orlando,617.0,US
6154662,One Step Closer (16+),730425,One Step Closer,87.0,NY,,,,,,,,,Empire Underground - NY,93 North Pearl Street,Albany,519050.0,US
6177110,From Ashes To New with The Word Alive,278397,From Ashes To New,90.0,MN,,,,,,,55414,300.0,Varsity Theater - Minneapolis,1308 SE 4th Street,Minneapolis,920.0,US
6309161,Hed PE,5052,Hed PE,85.0,KY,,,,,,,,,Madison Live,734 Madison Ave,Covington,80735.0,US
6144118,Pentatonix,20599,Pentatonix,231.0,SC,20599.0,Pentatonix,band,2000000.0,452.0,Pop,,,Bon Secours Wellness Arena,650 North Academy Street,Greenville,111.0,US
6229753,Ella Vos,625559,Ella Vos,45.0,GA,,,,,,,,,The Masquerade - Purgatory,50 Lower Alabama Street,Atlanta,6490.0,US
6054969,Daniel O'Donnell,538,Daniel O'Donnell,102.0,FL,,,,,,,,,Lillian S. Wells Hall at The Parker,707 NE 8th Street,Ft Lauderdale,519124.0,US
6026446,MacCabeats,20182,MacCabeats,99.0,NJ,,,,,,,07631,1367.0,Bergen Performing Arts Center,30 North Van Brunt Street,Englewood,438.0,US
6307925,Lauren Fox,797799,Lauren Fox,87.0,GA,,,,,,,,,Falany Performing Arts Center,7300 Reinhardt Circle,Waleska,14060.0,US
5926209,The Carolina Opry,58455,The Carolina Opry,123.0,SC,,,,,,,,,The Carolina Opry,8901 N Kings Hwy,Myrtle Beach,9730.0,US
6287255,Madeline The Person,806608,Madeline The Person,56.0,NY,,,,,,,,,Baby's All Right,146 Broadway,Brooklyn,56718.0,US
6168237,Craig Owens,10555,Craig Owens,99.0,PA,,,,,,,19108,650.0,Underground Arts,1200 Callowhill Street,Philadelphia,8679.0,US
6298891,Rematch,779719,Rematch,33.0,OH,,,,,,,,,Rumba Cafe,2507 Summit Street,Columbus,8607.0,US
6270065,Merry Country Christmas,773028,Merry Country Christmas,149.0,VA,,,,,,,,,Wayne Theatre,521 West Main Street,Waynesboro,232314.0,US
6206240,Mariah Carey ,2494,Mariah Carey,658.0,MA,2494.0,Mariah Carey,band,2000000.0,452.0,Pop,02114,19580.0,TD Garden,100 Legends Way,Boston,1544.0,US
6205289,"Jingle Ball with OneRepublic, Jelly Roll, Big Time Rush, Doechii, & more!",79338,	iHeartRadio Jingle Ball,292.0,DC,79338.0,	iHeartRadio Jingle Ball,band,2000000.0,,,20004,20173.0,Capital One Arena,601 F Street Northwest,Washington,181.0,US
6287186,Woodz,806748,Woodz,199.0,NY,,,,,,,,,Kings Theatre,1027 Flatbush Avenue,Brooklyn,77210.0,US
6053407,Steve Miller Band,1693,Steve Miller Band,217.0,SC,1693.0,Steve Miller Band,band,2000000.0,472.0,Classic Rock,,,Peace Concert Hall At The Peace Center,300 South Main Street,Greenville,687.0,US
6227527,Rockapella,2592,Rockapella,104.0,MA,,,,,,,,,City Winery - Boston,1 Canal St,Boston,431585.0,US
6068779,Doja Cat,297762,Doja Cat,343.0,ON,297762.0,Doja Cat,band,2000000.0,493.0,Rap,,,Scotiabank Arena,40 Bay Street,Toronto,91.0,Canada
6222143,A Motown Christmas,31590,A Motown Christmas,243.0,PA,,,,,,,16501,2250.0,Warner Theatre - PA,811 State Street,Erie,536.0,US
6021125,Engelbert Humperdinck,691,Engelbert Humperdinck,113.0,NJ,,,,,,,07701,1543.0,Hackensack Meridian Health Theatre at Count Basie Center,99 Monmouth Street,Red Bank,297.0,US
6236952,Serena Ryder,1606,Serena Ryder,94.0,ON,,,,,,,,,Thunder Bay Community Auditorium,1 Paul Shaffer Drive,Thunder Bay,1266.0,Canada
6174262,Girl Named Tom,796666,Girl Named Tom,227.0,VA,,,,,,,22305,500.0,Birchmere Music Hall,3701 Mt. Vernon Avenue,Alexandria,595.0,US
6250561,CHUU,807299,CHUU,128.0,MD,,,,,,,20745,3000.0,The Theater at MGM National Harbor,101 MGM National Ave,National Harbor,419566.0,US
6119490,Dirty Honey,310639,Dirty Honey,142.0,OH,,,,,,,,,The Bluestone,583 East Broad Street,Columbus,16015.0,US
6142247,DURRY,798993,DURRY,77.0,KY,,,,,,,,,Zanzabar,2100 South Preston Street,Louisville,1688.0,US
6257601,Joe Gransden,616333,Joe Gransden,119.0,GA,,,,,,,,,The Eagle at Sugar Hill,5029 West Broad Street Northeast,Sugar Hill,469011.0,US
6177599,The Prophecy Show,746620,The Prophecy Show,102.0,MO,,,,,,,,,Jesse Auditorium,320 Jesse Hall,Columbia,751.0,US
6308043,Lonestar,1132,Lonestar,131.0,TX,,,,,,,,,Perot Theatre,221 Main Street,Texarkana,13842.0,US
6108101,Hot Mulligan,405099,Hot Mulligan,200.0,UT,405099.0,Hot Mulligan,band,2000000.0,457.0,Alternative,84101,1200.0,The Depot - Salt Lake City,400 West South Temple,Salt Lake City,624.0,US
6215418,Majid Jordan,441072,Majid Jordan,117.0,NY,,,,,,,11222,1800.0,Brooklyn Steel,319 Frost Street,Brooklyn,420076.0,US
6117147,Big Wreck,14565,Big Wreck,81.0,TX,,,,,,,,,The Bronze Peacock at House of Blues Houston,1204 Caroline Street,Houston,140733.0,US
6263493,Born Without Bones,254820,Born Without Bones,200.0,VA,,,,,,,,,The Camel,1621 West Broad Street,Richmond,11522.0,US
6276092,Darren Criss,10412,Darren Criss,171.0,IL,,,,,,,,,Athenaeum Theatre - IL,2936 N Southport Ave,Chicago,5505.0,US
6296461,Ann Wilson,128221,Ann Wilson,157.0,FL,,,,,,,32202,1930.0,Florida Theatre Jacksonville,128 East Forsyth Street,Jacksonville,493.0,US
6037271,Croce Plays Croce,684791,Croce Plays Croce,130.0,TX,,,,,,,75201,1704.0,Majestic Theatre - Dallas,1925 Elm Street,Dallas,3621.0,US
6093520,Dogstar,804918,Dogstar,269.0,NY,,,,,,,11211,550.0,Music Hall of Williamsburg,66 North 6th St.,Brooklyn,399.0,US
6063933,Neffex,677939,Neffex,32.0,TX,,,,,,,,,Ruins,2653 Commerce Street,Dallas,449521.0,US
6143537,Lindsay Stirling,27573,Lindsey Stirling,225.0,PA,,,,,,,19602,7215.0,Santander Arena,700 Penn Street,Reading,629.0,US
6193488,Sky Ferreira (16+),31888,Sky Ferreira,221.0,NY,,,,,,,10003,2500.0,Webster Hall,125 East 11th Street,New York,463.0,US
6116339,Jazmin Bean,805657,Jazmin Bean,137.0,TX,,,,,,,,,Cambridge Room at House Of Blues - Dallas,2200 N Lamar Street,Dallas,173207.0,US
6259040,Bryson Tiller,375017,Bryson Tiller,270.0,PA,375017.0,Bryson Tiller,band,2000000.0,493.0,Rap,,,The Fillmore Philadelphia,29 E Allen Street,Philadelphia,78730.0,US
6140310,Tauren Wells,687727,Tauren Wells,116.0,TX,,,,,,,75210,3420.0,Music Hall at Fair Park,909 1st Ave,Dallas,3620.0,US
6276458,Adam Levy,724369,Adam Levy,55.0,IL,,,,,,,60202,250.0,SPACE - Evanston,1245 Chicago Avenue,Evanston,2109.0,US
6229159,Lovejoy,800384,Lovejoy,198.0,CO,800384.0,Lovejoy,band,2000000.0,,,,,Mission Ballroom,4242 Wynkoop Street,Denver,467142.0,US
6177510,Shawn Johnson,10774,Shawn Johnson,118.0,MN,,,,,,,,,Ames Center,12600 Nicollet Avenue,Burnsville,2849.0,US
5932568,The Time Jumpers,22447,The Time Jumpers,63.0,TN,,,,,,,,,3rd & Lindsley Bar & Grill,818 3rd Avenue South,Nashville,1524.0,US
6145005,Roy Woods (17+),78815,Roy Woods,138.0,IL,,,,,,,60654,1300.0,House of Blues Chicago,329 N Dearborn St,Chicago,515.0,US
6113538,Dylan Matthew (Rescheduled from 10/20/2023),777269,Dylan Matthew,56.0,WA,,,,,,,98122,578.0,Neumos,925 East Pike Street,Seattle,657.0,US
6065768,Macy Gray,5457,Macy Gray,220.0,TX,,,,,,,,,Antone's Nightclub,305 East 5th Street,Austin,982.0,US
6246794,Southside Johnny & The Asbury Jukes,1665,Southside Johnny & The Asbury Jukes,204.0,IL,,,,,,,,,City Winery - Chicago,1200 West Randolph Street,Chicago,9520.0,US
6094652,The Jinkx and Dela Holiday Show - Minneapolis,292405,Jinkx Monsoon,138.0,MN,,,,,,,55455,2700.0,Northrop Auditorium,84 Church St SE,Minneapolis,1370.0,US
6262943,Leah Tash,807511,Leah Tash,27.0,NY,,,,,,,10002,250.0,Mercury Lounge,217 East Houston Street,New York,327.0,US
6138761,Piano Man,269261,Piano Man,146.0,NV,,,,,,,89109,5067.0,V Theater at Planet Hollywood Resort and Casino - Las Vegas,3667 Las Vegas Blvd S,Las Vegas,4361.0,US
6199329,Haley Joelle (18+),806631,Haley Joelle,92.0,CA,,,,,,,,,Moroccan Lounge,901 E 1st St,Los Angeles,432202.0,US
6027283,Highly Suspect,37338,Highly Suspect,316.0,ID,,,,,,,83702,1000.0,Knitting Factory Concert House - Boise,416 S. 9th Street,Boise,452.0,US
6068341,Hiss Golden Messenger,140552,Hiss Golden Messenger,80.0,CA,,,,,,,,,Harlow's Restaurant & Nightclub,2708 J Street,Sacramento,1751.0,US
6051015,"Enrique Iglesias, Pitbull and Ricky Martin",5448,Enrique Iglesias,480.0,BC,5448.0,Enrique Iglesias,band,2000000.0,452.0,Pop,V6B 6G1,19000.0,Rogers Arena,800 Griffiths Way,Vancouver,2983.0,Canada
6035314,Jeff Rosenstock with Small Crush,170360,Jeff Rosenstock,109.0,WA,,,,,,,98101,1150.0,The Showbox,1426 1st Ave,Seattle,1671.0,US
6161119,Devendra Banhart,593,Devendra Banhart,68.0,OR,,,,,,,97214,850.0,Revolution Hall - Portland,1300 SE Stark Street,Portland,77427.0,US
6226630,Hoobastank,860,Hoobastank,125.0,CA,860.0,Hoobastank,band,2000000.0,472.0,Classic Rock,90026,500.0,Echoplex,1154 Glendale Boulevard,Los Angeles,1014.0,US
6091667,Matteo Lane,267552,Matteo Lane,120.0,BC,,,,,,,V6Z 1L2,1150.0,Vogue Theatre - BC,918 Granville Street,Vancouver,1003.0,Canada
6112163,Cattle Decapitation,12924,Cattle Decapitation,83.0,WA,,,,,,,98121,525.0,The Crocodile,2200 2nd Avenue,Seattle,1156.0,US
6097419,"K-Love Christmas Tour with Danny Gokey, Natalie Grant and Mac Powell",261430,K-Love Christmas Tour,118.0,CA,,,,,,,,,3Crosses Church,20600 John Drive,Castro Valley,289790.0,US
6048751,Awakening,79952,Awakening,294.0,NV,,,,,,,,,Awakening Theater at Wynn Las Vegas,3131 Las Vegas Boulevard South,Las Vegas,6206.0,US
6069742,Buckcherry,384,Buckcherry,93.0,CO,,,,,,,,,Mesa Theater and Club,538 Main Street,Grand Junction,6251.0,US
6285157,Chris Botti,453,Chris Botti,176.0,NY,,,,,,,,,Blue Note,131 West 3rd Street,New York,1455.0,US
6276357,Jose Feliciano,4686,Jose Feliciano,226.0,CA,,,,,,,,,Lobero Theatre,33 East Canon Perdido Street,Santa Barbara,2671.0,US
6106405,Armor For Sleep,16020,Armor For Sleep,174.0,WA,,,,,,,,,El Corazon,109 Eastlake Ave E,Seattle,1178.0,US
6282487,A December to Remember with Portugal. The Man,61830,A December To Remember,141.0,OR,,,,,,,97209,1000.0,McMenamins Crystal Ballroom,1332 W. Burnside,Portland,756.0,US
6241470,Robert Glasper (21+),18154,Robert Glasper,119.0,OR,,,,,,,97209,1550.0,Roseland Theater,10 Northwest 6th Ave.,Portland,543.0,US
6282046,X The Band with Skating Polly,301455,X The Band,107.0,WA,,,,,,,98105,479.0,Neptune Theatre - WA,1303 Northeast 45th Street,Seattle,5805.0,US
6113437,Cayucas and Matt Costa (21+),72358,Cayucas,97.0,CA,,,,,,,,,Felton Music Hall,6275 California 9,Felton,471731.0,US
6264162,Eartheater,807525,Eartheater,202.0,CA,,,,,,,94117,500.0,The Independent,628 Divisadero Street,San Francisco,649.0,US
6147467,Healy,682706,Healy,102.0,CA,,,,,,,94102,21291.0,Rickshaw Stop,155 Fell Street,San Francisco,2453.0,US
6245869,Toby Keith,1912,Toby Keith,628.0,NV,1912.0,Toby Keith,band,2000000.0,450.0,Country,89109,6400.0,Dolby Live at Park MGM,3770 S Las Vegas Blvd,Las Vegas,431354.0,US
6295811,Windser,797826,Windser,58.0,CA,797826.0,Windser,band,2000000.0,,,,,Sweetwater Music Hall,19 Corte Madera Avenue,Mill Valley,8340.0,US
6050285,Fast Times,20587,Fast Times,408.0,CA,,,,,,,90069,500.0,Whisky a Go Go,8901 Sunset Boulevard,West Hollywood,2477.0,US
6286193,Jordy,229735,Jordy,162.0,CA,229735.0,Jordy,band,2000000.0,,,90069,500.0,The Roxy Theatre,9009 Sunset Boulevard,Los Angeles,973.0,US
6234237,Parmalee,33171,Parmalee,80.0,CA,33171.0,Parmalee,band,2000000.0,450.0,Country,92230,2557.0,Morongo Casino Resort and Spa,49500 Seminole Drive,Cabazon,854.0,US
6299323,Heilung,770981,Heilung,124.0,CA,,,,,,,90007,6300.0,Shrine Expo Hall,649 W. Jefferson Street,Los Angeles,1591.0,US
6139522,Little Texas,17982,Little Texas,157.0,NV,17982.0,Little Texas,band,2000000.0,450.0,Country,,,The Showroom at the Golden Nugget Las Vegas,301 Fremont Street,Las Vegas,4365.0,US
5926208,The Carolina Opry,58455,The Carolina Opry,125.0,SC,,,,,,,,,The Carolina Opry,8901 N Kings Hwy,Myrtle Beach,9730.0,US
6178669,A Bing Crosby Christmas with Jared Bradshaw,806324,A Bing Crosby Christmas,100.0,IN,,,,,,,,,Eagles Theatre,106 West Market Street,Wabash,200899.0,US
6135064,Knuckle Puck with Real Friends (21+),262036,Knuckle Puck,104.0,PA,262036.0,Knuckle Puck,band,2000000.0,456.0,Rock,,,Harrisburg Midtown Arts Center,1110 North 3rd Street,Harrisburg,18020.0,US
6276672,Boney M.,45547,Boney M.,148.0,NS,,,,,,,,,Scotiabank Centre,1800 Argyle Street,Halifax,677.0,Canada
6113003,The Allman Betts Family Revival,805476,The Allman Betts Family Revival,318.0,FL,,,,,,,34236,1736.0,Van Wezel Performing Arts Hall,777 N. Tamiami Trail,Sarasota,1096.0,US
6143189,Oso Oso,428724,Oso Oso,53.0,MI,,,,,,,,,The Pyramid Scheme,68 Commerce,Grand Rapids,384134.0,US
6202894,Bobby Weir and Wolf Bros,338,Bob Weir,350.0,NY,338.0,Bob Weir,band,2000000.0,472.0,Classic Rock,10573,1800.0,The Capitol Theatre,149 Westchester Avenue,Port Chester,10406.0,US
6203545,Nonpoint,1353,Nonpoint,122.0,KY,1353.0,Nonpoint,band,2000000.0,493.0,Rap,40202,900.0,Mercury Ballroom,611 South 4th Street,Louisville,57671.0,US
5926207,The Carolina Opry,58455,The Carolina Opry,128.0,SC,,,,,,,,,The Carolina Opry,8901 N Kings Hwy,Myrtle Beach,9730.0,US
6258826,Bryson Tiller,375017,Bryson Tiller,306.0,MA,375017.0,Bryson Tiller,band,2000000.0,493.0,Rap,,,House of Blues - Boston,15 Lansdowne Street,Boston,517.0,US
6159684,Travis Scott,146225,Travis Scott,200.0,MI,146225.0,Travis Scott,band,2000000.0,491.0,Hip-Hop,48201,21000.0,Little Caesars Arena,66 Sibley St,Detroit,420444.0,US
6227530,Gabe Dixon Band,72228,Gabe Dixon Band,105.0,MA,,,,,,,,,City Winery - Boston,1 Canal St,Boston,431585.0,US
6178670,A Bing Crosby Christmas with Jared Bradshaw,806324,A Bing Crosby Christmas,116.0,IN,,,,,,,,,Eagles Theatre,106 West Market Street,Wabash,200899.0,US
6284048,Tab Benoit (16+),10629,Tab Benoit,85.0,NY,,,,,,,14203,1200.0,Town Ballroom,681 Main Street,Buffalo,1073.0,US
6265622,Chuck Lamb Trio,783925,Chuck Lamb Trio,52.0,NY,,,,,,,,,Caffe Lena,47 Phila Street,Saratoga Springs,9539.0,US
6168239,Craig Owens,10555,Craig Owens,72.0,MI,,,,,,,,,The Loving Touch - Ferndale,22634 Woodward Ave,Ferndale,13646.0,US
6093523,Dogstar,804918,Dogstar,162.0,MA,,,,,,,02215,650.0,Paradise Rock Club,967 Commonwealth Ave.,Boston,540.0,US
6236070,"Rachel Bloom: Death, Let Me Do My Show",162726,Rachel Bloom,208.0,NY,,,,,,,10003,347.0,Orpheum Theatre - NY,126 Second Ave,New York,2964.0,US
6087351,Meshuggah with In Flames and Whitechapel,1232,Meshuggah,129.0,CT,,,,,,,,,Toyota Oakdale Theatre,95 South Turnpike Road,Wallingford,1723.0,US
6253350,10 Years,8946,10 Years,67.0,GA,,,,,,,30303,1500.0,The Masquerade - Hell,92 Pryor Street SW,Atlanta,425.0,US
6164499,Yo La Tengo (18+),2043,Yo La Tengo,165.0,NY,,,,,,,10002,575.0,Bowery Ballroom,6 Delancey Street,New York,719.0,US
6113182,Kenny G,69,Kenny G,128.0,IN,,,,,,,,,Long Center for the Performing Arts,111 N 6th St,Lafayette,1923.0,US
6205291,"Jingle Ball with Usher, OneRepublic, Jelly Roll, Big Time Rush, Doechii, & more!",79338,	iHeartRadio Jingle Ball,122.0,PA,79338.0,	iHeartRadio Jingle Ball,band,2000000.0,,,,,Wells Fargo Center,3601 South Broad Street,Philadelphia,3148.0,US
6145926,Karla Bonoff,1025,Karla Bonoff,129.0,VA,,,,,,,22305,500.0,Birchmere Music Hall,3701 Mt. Vernon Avenue,Alexandria,595.0,US
6039728,Neffex,677939,Neffex,81.0,TX,,,,,,,,,Ruins,2653 Commerce Street,Dallas,449521.0,US
6252490,A Motown Christmas,31590,A Motown Christmas,103.0,PA,,,,,,,,,Mishler Theatre,1208 12th Avenue,Altoona,161473.0,US
6159469,II Divo,877,Il Divo,236.0,GA,,,,,,,30308,4678.0,Fox Theatre Atlanta,660 Peachtree Street NE,Atlanta,712.0,US
6008837,Billy Strings,299503,Billy Strings,193.0,PA,299503.0,Billy Strings,band,2000000.0,467.0,Folk,15261,12508.0,Petersen Events Center,3719 Terrace Street,Pittsburgh,1658.0,US
6282268,Lady A with Kimberly Perry,1082,Lady A,328.0,KY,,,,,,,40507,1000.0,Lexington Opera House,401 W Short St,Lexington,3679.0,US
6165153,Big Bad Voodoo Daddy,294,Big Bad Voodoo Daddy,83.0,OH,,,,,,,44325,2955.0,EJ Thomas Hall,198 Hill Street,Akron,1199.0,US
5942402,Natalie MacMaster with Donnell Leahy,1319,Natalie MacMaster,101.0,NY,,,,,,,,,UB Center for the Arts,103 Center For The Arts,Buffalo,724.0,US
6008835,Billy Strings - 2 Day Pass,299503,Billy Strings,1595.0,PA,299503.0,Billy Strings,band,2000000.0,467.0,Folk,15261,12508.0,Petersen Events Center,3719 Terrace Street,Pittsburgh,1658.0,US
6048467,Matteo Bocelli,803505,Matteo Bocelli,164.0,MA,,,,,,,,,Chevalier Theatre,30 Forest St,Medford,53811.0,US
6295526,Majid Jordan (16+),441072,Majid Jordan,103.0,NY,,,,,,,11222,1800.0,Brooklyn Steel,319 Frost Street,Brooklyn,420076.0,US
6286112,Odie Leigh (16+),802221,Odie Leigh,93.0,NY,,,,,,,11211,550.0,Music Hall of Williamsburg,66 North 6th St.,Brooklyn,399.0,US
6219952,Zakk Sabbath with The Native Howl,349554,Zakk Sabbath,230.0,CO,,,,,,,,,Mesa Theater and Club,538 Main Street,Grand Junction,6251.0,US
6108151,Hot Mulligan,405099,Hot Mulligan,211.0,CO,405099.0,Hot Mulligan,band,2000000.0,457.0,Alternative,80202,1000.0,Summit - Denver,1902 Blake St,Denver,2882.0,US
6024509,Samara Joy,797930,Samara Joy,169.0,MO,,,,,,,,,The Factory STL,17105 North Outer 40 Road,Chesterfield,518878.0,US
6176174,Hunter Hayes,11264,Hunter Hayes,88.0,TN,,,,,,,,,Walker Theatre Chattanooga,399 McCallie Ave.,Chattanooga,434384.0,US
5923540,Stephen Sanchez with Stephen Day,797186,Stephen Sanchez,258.0,FL,,,,,,,33312,3100.0,Revolution Live,200 West Broward Blvd,Fort Lauderdale,563.0,US
6149799,Aqua,111674,Aqua,189.0,IL,,,,,,,60654,1300.0,House of Blues Chicago,329 N Dearborn St,Chicago,515.0,US
6054047,Lil Darkie,797814,Lil Darkie,98.0,LA,,,,,,,70130,843.0,House of Blues - New Orleans,225 Decatur Street,New Orleans,356.0,US
6141790,DURRY (18+),798993,DURRY,88.0,IN,,,,,,,,,The Hi-Fi - IN,1043 Virginia Ave,Indianapolis,8998.0,US
6146275,The Mountain Goats (18+),1289,The Mountain Goats,136.0,GA,,,,,,,30601,1028.0,Georgia Theatre,215 North Lumpkin Street,Athens,5790.0,US
6226404,Kendra Morris (21+),25826,Kendra Morris,73.0,PA,,,,,,,,,Club Cafe,56 S 12th Street,Pittsburgh,1689.0,US
6124184,Vitamin String Quartet,246322,Vitamin String Quartet,119.0,NJ,,,,,,,07631,1367.0,Bergen Performing Arts Center,30 North Van Brunt Street,Englewood,438.0,US
6221714,Squirrel Nut Zippers,1671,Squirrel Nut Zippers,108.0,OH,,,,,,,,,Robins Theatre,160 E Market St,Warren,484599.0,US
6119174,Postmodern Jukebox,272825,Postmodern Jukebox,95.0,PA,,,,,,,15120,1047.0,Carnegie of Homestead Music Hall - Munhall,510 East 10th Avenue,Munhall,1180.0,US
6179909,From Ashes To New,278397,From Ashes To New,130.0,WI,,,,,,,53233,400.0,The Rave - Eagles Club,2401 West Wisconsin Avenue,Milwaukee,542.0,US
6215358,Local H,4179,Local H,98.0,OH,,,,,,,,,Grog Shop,2785 Euclid Heights Blvd,Cleveland,824.0,US
6061627,Grand Ole Opry,812,Grand Ole Opry,413.0,TN,,,,,,,37214,4400.0,Grand Ole Opry House,600 Opry Mills Drive,Nashville,4706.0,US
6286822,Hillbilly Casino,17471,Hillbilly Casino,76.0,NC,,,,,,,,,The Ramkat,170 West 9th Street,Winston-Salem,441439.0,US
6229543,Marie Osmond,8012,Marie Osmond,361.0,FL,,,,,,,,,Seminole Casino Immokalee,506 S 1st St,Immokalee,15647.0,US
6128438,Sarah Brightman,1588,Sarah Brightman,292.0,FL,,,,,,,33759,2180.0,Ruth Eckerd Hall,1111 McMullen Booth Rd.,Clearwater,294.0,US
6143539,Lindsay Stirling,27573,Lindsey Stirling,158.0,NY,,,,,,,14202,3700.0,Shea's Performing Arts Center,646 Main Street,Buffalo,987.0,US
6065631,The Glorious Sons with The Blue Stones,110363,The Glorious Sons,73.0,QC,,,,,,,H3J 1N5,589.0,Beanfield Theatre,2490 Rue Notre,Montreal,6101.0,Canada
6145967,Macy Gray,5457,Macy Gray,78.0,TX,,,,,,,77002,1500.0,House of Blues Houston,1204 Caroline Street,Houston,405.0,US
6135877,Croce Plays Croce,684791,Croce Plays Croce,276.0,TX,,,,,,,,,HEB Performance Hall at Tobin Center,100 Auditorium Circle,San Antonio,58148.0,US
6107264,Mannheim Steamroller Christmas - Sioux City,1184,Mannheim Steamroller,204.0,IA,,,,,,,51101,2600.0,Orpheum Theatre - Sioux City,528 Pierce Street,Sioux City,808.0,US
6256335,Jim Brickman,951,Jim Brickman,805.0,KS,,,,,,,,,McCain Auditorium,211 McCain Auditorium,Manhattan,4571.0,US
6065847,Andrew McMahon In The Wilderness,2254,Andrew McMahon In The Wilderness,127.0,CO,,,,,,,80218,11000.0,Fillmore Auditorium - Denver,1510 Clarkson Street,Denver,451.0,US
6231815,Celtic Angels Christmas,774477,Celtic Angels Christmas,173.0,IA,,,,,,,52401,1693.0,Paramount Theatre - Cedar Rapids,123 3rd Ave SE,Cedar Rapids,13129.0,US
6065537,Silverstein,1625,Silverstein,107.0,UT,1625.0,Silverstein,band,2000000.0,452.0,Pop,84101,1200.0,The Depot - Salt Lake City,400 West South Temple,Salt Lake City,624.0,US
6252960,Michael Cavanaugh,6081,Michael Cavanaugh,585.0,WI,,,,,,,,,The Grand Theatre Wausau,401 Fourth Street,Wausau,349.0,US
6112564,The Maine (18+),2672,The Maine,92.0,TN,2672.0,The Maine,band,2000000.0,458.0,Indie,,,Brooklyn Bowl Nashville,900 3rd Avenue North,Nashville,515120.0,US
6165079,Cody Canada & The Departed (18+),21789,Cody Canada & The Departed,51.0,MS,,,,,,,,,Duling Hall,622 Duling Ave,Jackson,7066.0,US
6189198,Steel Panther,4733,Steel Panther,101.0,IL,,,,,,,,,The Forge,22 West Cass Street,Joliet,7413.0,US
6257479,Jake Shimabukuro,4607,Jake Shimabukuro,114.0,MO,,,,,,,,,City Winery - St. Louis,"3730 Foundry Way, Suite 158",St. Louis,521273.0,US
6203254,The Oak Ridge Boys,1356,The Oak Ridge Boys,141.0,TN,,,,,,,37219,2362.0,Ryman Auditorium,116 5th Avenue North,Nashville,292.0,US
6163073,The Dryes (16+),673361,The Dryes,52.0,AL,,,,,,,,,Avondale Brewing Company,201 41st St S,Birmingham,45538.0,US
6174452,Darren Criss,10412,Darren Criss,174.0,WI,,,,,,,,,Barrymore Theatre - Madison,2090 Atwood Ave.,Madison,1182.0,US
6246795,Southside Johnny & The Asbury Jukes,1665,Southside Johnny & The Asbury Jukes,195.0,IL,,,,,,,,,City Winery - Chicago,1200 West Randolph Street,Chicago,9520.0,US
6257095,Dave Koz,549,Dave Koz,175.0,TX,,,,,,,79901,2500.0,Abraham Chavez Theatre,1 Civic Center Plaza,El Paso,1431.0,US
6199929,Yussef Dayes (18+),796628,Yussef Dayes,94.0,LA,,,,,,,,,Tipitina's,501 Napoleon Ave,New Orleans,1335.0,US
6139944,bar italia (21+),802684,bar italia,116.0,MN,,,,,,,,,Turf Club - Saint Paul,1601 University Avenue,Saint Paul,4960.0,US
6233117,Southall (21+),807059,Southall,95.0,UT,,,,,,,,,Urban Lounge - Salt Lake City,241 South 500 East,Salt Lake City,941.0,US
6184786,Andrew Bird,198,Andrew Bird,155.0,IL,,,,,,,,,Fourth Presbyterian Church,126 East Chestnut Street,Chicago,1586.0,US
6173559,"Rod Wave with Ari Lennox, Toosii, and G Herbo",782153,Rod Wave,407.0,LA,782153.0,Rod Wave,band,2000000.0,491.0,Hip-Hop,,,Smoothie King Center,1501 Dave Dixon Drive,New Orleans,184.0,US
6187240,Queens of the Stone Age,7978,Queens Of The Stone Age,195.0,NM,7978.0,Queens Of The Stone Age,band,2000000.0,472.0,Classic Rock,,,Revel Entertainment Center,4720 Alexander Blvd NE,Albuquerque,520566.0,US
6188535,Big Wreck,14565,Big Wreck,102.0,TX,,,,,,,,,Studio at the Factory,2727 Canton Street,Dallas,519618.0,US
6272703,Patrick Droney,102028,Patrick Droney,130.0,MO,,,,,,,,,Red Flag Concert Hall,3040 Locust Street,St. Louis,515083.0,US
6099685,Blue October,330,Blue October,169.0,TX,,,,,,,,,Wagner Noel Performing Arts Center,1310 N FM 1788,Midland,7025.0,US
6094669,The Jinkx and Dela Holiday Show - Kansas City,292405,Jinkx Monsoon,223.0,MO,,,,,,,64105,3200.0,Midland Theatre - MO,1228 Main St,Kansas City,713.0,US
6282502,mxmtoon,697419,mxmtoon,80.0,IL,,,,,,,60202,250.0,SPACE - Evanston,1245 Chicago Avenue,Evanston,2109.0,US
