event_name,date,artist_name,support_act,average_price,tickets_sold,tickets_available,genre,capacity,venue_name,venue_city,venue_state,venue_country
Divide Tour,2019-07-19,Ed Sheeran,James Bay Zara Larsson,89.98847920483924,39841,41857,"pop, singer-songwriter pop, uk pop",41857,Otkritie Arena,Moscow,,Russia
Divide Tour,2019-07-23,Ed Sheeran,James Bay Zara Larsson,87.79358333333333,108000,118216,"pop, singer-songwriter pop, uk pop",118216,Malmi Airport,Helsinki,,Finland
Divide Tour,2019-07-24,Ed Sheeran,James Bay Zara Larsson,87.79358333333333,108000,118216,"pop, singer-songwriter pop, uk pop",118216,Malmi Airport,Helsinki,,Finland
Divide Tour,2019-07-27,Ed Sheeran,James Bay Zara Larsson,101.24277754259104,87401,87401,"pop, singer-songwriter pop, uk pop",87401,Tusindårsskoven,Odense,,Denmark
Divide Tour,2019-07-28,Ed Sheeran,James Bay Zara Larsson,101.24277754259104,87401,87401,"pop, singer-songwriter pop, uk pop",87401,Tusindårsskoven,Odense,,Denmark
Divide Tour,2019-08-02,Ed Sheeran,James Bay Zara Larsson,95.488999376606,131538,148720,"pop, singer-songwriter pop, uk pop",148720,Messegelände,Hanover,,Germany
Divide Tour,2019-08-03,Ed Sheeran,James Bay Zara Larsson,95.488999376606,131538,148720,"pop, singer-songwriter pop, uk pop",148720,Messegelände,Hanover,,Germany
Divide Tour,2019-08-10,Ed Sheeran,James Bay Zara Larsson,163.83554642938626,43830,56642,"pop, singer-songwriter pop, uk pop",56642,Laugardalsvöllur,Reykjavik,,Iceland
Divide Tour,2019-08-11,Ed Sheeran,James Bay Zara Larsson,163.83554642938626,43830,56642,"pop, singer-songwriter pop, uk pop",56642,Laugardalsvöllur,Reykjavik,,Iceland
Divide Tour,2019-08-16,Ed Sheeran,The Darkness Lewis Capaldi,90.97558632423474,136358,140000,"pop, singer-songwriter pop, uk pop",140000,Roundhay Park,Leeds,West Yorkshire,England
Divide Tour,2019-08-17,Ed Sheeran,The Darkness Lewis Capaldi,90.97558632423474,136358,140000,"pop, singer-songwriter pop, uk pop",140000,Roundhay Park,Leeds,West Yorkshire,England
Divide Tour,2019-08-23,Ed Sheeran,The Darkness Passenger,92.24777117384843,139984,181548,"pop, singer-songwriter pop, uk pop",181548,Chantry Park,Ipswich,Suffolk,England
Divide Tour,2019-08-24,Ed Sheeran,The Darkness Passenger,92.24777117384843,139984,181548,"pop, singer-songwriter pop, uk pop",181548,Chantry Park,Ipswich,Suffolk,England
Divide Tour,2019-08-25,Ed Sheeran,The Darkness Lewis Capaldi,92.24777117384843,139984,181548,"pop, singer-songwriter pop, uk pop",181548,Chantry Park,Ipswich,Suffolk,England
Divide Tour,2019-08-26,Ed Sheeran,The Darkness Lewis Capaldi,92.24777117384843,139984,181548,"pop, singer-songwriter pop, uk pop",181548,Chantry Park,Ipswich,Suffolk,England
